           1            1          0.5          100            0            0            0            0            0      0            0      0            0
           1            1          0.5          100      16.3099            0            0            0            0      0            0      0            0
           1            1          0.5          100            0            0            0            0            0      0            0      0            0
           1            1          0.5          100      39.2756            0            0            0            0      0            0      0            0
           1            1          0.5          100            0            0            0            0            0      0            0      0            0
           1            1          0.5          100      54.5269            0            0            0            0      0            0      0            0
           1            1          0.5          100            0            0            0            0            0      0            0      0            0
           1            1          0.5          100      70.4507            0            0            0            0      0            0      0            0
           1            1          0.5          100      84.0132            0            0            0            0      0            0      0            0
           1            1          0.5          100      90.3013            0            0            0            0      0            0      0            0
           1            1          0.5          100      102.224            1            0            0            0      0            0      0            0
           1            1          0.5          100      110.997            2            0            0            0      0            0      0            0
           1            1          0.5          100       124.74            3            0            0            0      0            0      0            0
           1            1          0.5          100      132.912            4            0            0            0      0            0      0            0
           1            1          0.5          100      132.912            4            0            0            0      0            0      0            0
           1            1          0.5          100      152.215            6            0            0            0      0            0      0            0
           1            1          0.5          100      161.398            7            0            0            0      0            0      0            0
           1            1          0.5          100      170.489            8            0            0            0      0            0      0            0
           1            1          0.5          100      180.826            9            0            0            0      0            0      0            0
           1            1          0.5          100      198.111           10            0            0            0      0            0      0            0
           1            1          0.5          100      204.477           11            1     0.438419   0.00913004    200     0.369309     10     0.438419
           1            1          0.5          100      215.496           12            0      0.40259    0.0159462    180      0.40259     10     0.401884
           1            1          0.5          100        223.5           13            1     0.447302    0.0235691    160     0.431549     10     0.447302
           1            1          0.5          100        223.5           13            1     0.447302    0.0301915    160     0.431549     10     0.447302
           1            1          0.5          100       246.77           15            0     0.440096    0.0355723    160     0.440096     10     0.387661
           1            1          0.5          100       246.77           15            0     0.440096    0.0399847    160     0.440096     10     0.387661
           1            1          0.5          100       263.39           16            0     0.404646    0.0424699    180     0.404646     10     0.363433
           1            1          0.5          100      277.848           17            0     0.380843    0.0436078    180     0.380843     10     0.342054
           1            1          0.5          100      285.544           18            0     0.359685    0.0436361    180     0.359685     10     0.323051
           1            1          0.5          100      285.544           18            0     0.359685    0.0430175    180     0.359685     10     0.323051
