          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          0.2         0.09            3          0.9
          10            1          0.5           30     0.133333    0.0622222      3.74166     0.933333
          10            1          0.5           40         0.25     0.109375      2.64575        0.875
          10            1          0.5           50         0.24       0.1056      2.70801         0.88
          10            1          0.5           60     0.266667     0.115556      2.54951     0.866667
          10            1          0.5           70          0.8      1.49714      3.05894      3.74286
          10            1          0.5           80        0.975      1.52484      2.53302      3.12788
          10            1          0.5           90     0.866667      1.37889      2.70983      3.18205
          10            1          0.5          100         0.78       1.2579       2.8758      3.22538
          10            1          0.5          110     0.727273      1.15868      2.96015      3.18636
          10            1          0.5          120     0.683333      1.07493       3.0345      3.14614
          10            1          0.5          130     0.630769      1.00053      3.17158      3.17242
          10            1          0.5          140          0.6     0.938571      3.22933      3.12857
          10            1          0.5          150     0.573333     0.884489      3.28072      3.08543
          10            1          0.5          160         0.55     0.836875      3.32658      3.04318
          10            1          0.5          170     0.541176      0.79737      3.30005       2.9468
          10            1          0.5          180     0.522222     0.759599      3.33785       2.9091
          10            1          0.5          190     0.505263     0.725651      3.37191      2.87237
          10            1          0.5          200         0.48       0.6924      3.46711        2.885
          10            1          0.5          210      0.47619      0.66712      3.43045       2.8019
          10            1          0.5          220     0.463636     0.641715       3.4556      2.76818
          10            1          0.5          230     0.452174      0.61845      3.47838      2.73545
          10            1          0.5          240     0.433333     0.594722       3.5593      2.74487
          10            1          0.5          250        0.432     0.585344      3.54203      2.70993
          10            1          0.5          260     0.415385     0.564556      3.61771      2.71823
          10            1          0.5          270     0.407407     0.547394      3.63204      2.68721
          10            1          0.5          280          0.4     0.531429      3.64496      2.65714
          10            1          0.5          290     0.393103      0.51654      3.65658      2.62801
          10            1          0.5          300         0.38     0.500567      3.72372      2.63456
