          10            0          0.5           10            0            0         -nan         -nan
          10            0          0.5           20          1.5       1.6875      1.73205         2.25
          10            0          0.5           30         14.8       126.64      1.52074      17.1135
          10            0          0.5           40        19.15      113.694       1.1136      11.8741
          10            0          0.5           50        22.96       108.49     0.907303      9.45031
          10            0          0.5           60      23.7333      94.0156     0.817092      7.92266
          10            0          0.5           70      23.0286      84.6498     0.799054      7.35172
          10            0          0.5           80       23.075      76.2986     0.757088       6.6131
          10            0          0.5           90      24.0889      74.5758     0.716989      6.19172
          10            0          0.5          100         25.4        74.67     0.680408      5.87953
          10            0          0.5          110      25.4909      69.5898     0.654512      5.45997
          10            0          0.5          120      26.7333      69.4489     0.623461      5.19568
          10            0          0.5          130      26.7846      67.3769     0.612915      5.03101
          10            0          0.5          140      27.4286      68.4327     0.603196      4.98988
          10            0          0.5          150      28.6533      71.4466     0.589991      4.98697
          10            0          0.5          160         28.8       67.865     0.572085      4.71285
          10            0          0.5          170      28.2235      66.0404     0.575869      4.67982
          10            0          0.5          180      28.8444      68.6995     0.574705      4.76345
          10            0          0.5          190      29.2316      67.7313     0.563083      4.63412
          10            0          0.5          200        29.49        66.09     0.551344       4.4822
          10            0          0.5          210      28.5524       67.438     0.575228      4.72381
          10            0          0.5          220      29.0909      70.0843      0.57555       4.8183
          10            0          0.5          230      29.6522      71.1002     0.568734      4.79561
          10            0          0.5          240       29.725      70.7353     0.565882      4.75931
          10            0          0.5          250       29.336      69.2378     0.567284      4.72033
          10            0          0.5          260      29.9538      69.5533     0.556848      4.64403
          10            0          0.5          270      30.4222      69.0406      0.54625      4.53883
          10            0          0.5          280      30.2571      68.1763     0.545782      4.50646
          10            0          0.5          290      30.0414      66.6065     0.543336      4.43431
          10            0          0.5          300      30.2467      65.9481     0.536975      4.36069
