           1            0          0.5           10            0            0         -nan         -nan
           1            0          0.5           20            1         0.75      1.73205          1.5
           1            0          0.5           30      1.26667      1.29889      1.79951      2.05088
           1            0          0.5           40         1.55      1.37438      1.51269      1.77339
           1            0          0.5           50         1.76       1.2256      1.25803      1.39273
           1            0          0.5           60          1.7      1.16083      1.26755      1.36569
           1            0          0.5           70      1.71429      1.06531      1.20416      1.24286
           1            0          0.5           80         1.75     0.984375      1.13389        1.125
           1            0          0.5           90      1.82222      1.14765       1.1758      1.25962
           1            0          0.5          100         1.86       1.1451      1.15064      1.23129
           1            0          0.5          110      1.81818      1.11901      1.16362      1.23091
           1            0          0.5          120      1.76667      1.08639      1.17996      1.22987
           1            0          0.5          130      1.83077      1.10822      1.15003      1.21067
           1            0          0.5          140      1.85714       1.0949      1.12686      1.17912
           1            0          0.5          150      1.85333      1.10796      1.13589      1.19564
           1            0          0.5          160        1.825      1.06734      1.13219      1.16969
           1            0          0.5          170      1.83529      1.04028      1.11147      1.13363
           1            0          0.5          180      1.84444      1.00506      1.08708      1.08983
           1            0          0.5          190          1.8     0.984737       1.1026      1.09415
           1            0          0.5          200         1.75     0.959375       1.1194      1.09643
           1            0          0.5          210       1.7619     0.933447      1.09671      1.05959
           1            0          0.5          220      1.75455     0.907665        1.086      1.03464
           1            0          0.5          230      1.73913     0.887335      1.08328      1.02043
           1            0          0.5          240      1.74167     0.879149       1.0767      1.00955
           1            0          0.5          250        1.728     0.861504      1.07427     0.997111
           1            0          0.5          260      1.79231     0.900754      1.05906      1.00513
           1            0          0.5          270      1.77037     0.886818      1.06386      1.00184
           1            0          0.5          280      1.75714     0.870969      1.06224     0.991347
           1            0          0.5          290      1.75172     0.853555      1.05482     0.974532
           1            0          0.5          300         1.72       0.8404      1.06597     0.977209
