          10            2          0.5           10            0            0         -nan         -nan
          10            2          0.5           20          0.1       0.0475       4.3589         0.95
          10            2          0.5           30     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5           40         0.15     0.069375      3.51188        0.925
          10            2          0.5           50         0.12       0.0564      3.95811         0.94
          10            2          0.5           60     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5           70     0.114286    0.0538776      4.06202     0.942857
          10            2          0.5           80         0.15     0.069375      3.51188        0.925
          10            2          0.5           90     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5          100         0.14       0.0651      3.64496         0.93
          10            2          0.5          110     0.163636     0.075124      3.34996     0.918182
          10            2          0.5          120         0.15     0.069375      3.51188        0.925
          10            2          0.5          130     0.138462    0.0644379      3.66667     0.930769
          10            2          0.5          140     0.142857    0.0663265      3.60555     0.928571
          10            2          0.5          150     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5          160        0.175    0.0798437      3.22933       0.9125
          10            2          0.5          170     0.164706    0.0755709      3.33809     0.917647
          10            2          0.5          180     0.155556    0.0717284      3.44342     0.922222
          10            2          0.5          190     0.168421    0.0771191      3.29773     0.915789
          10            2          0.5          200         0.16       0.0736      3.39116         0.92
          10            2          0.5          210     0.161905    0.0743991      3.36941     0.919048
          10            2          0.5          220     0.154545    0.0713017       3.4556     0.922727
          10            2          0.5          230     0.156522    0.0721361      3.43188     0.921739
          10            2          0.5          240         0.15     0.069375      3.51188        0.925
          10            2          0.5          250        0.152     0.070224      3.48682        0.924
          10            2          0.5          260     0.153846    0.0710059       3.4641     0.923077
          10            2          0.5          270     0.148148    0.0685871      3.53553     0.925926
          10            2          0.5          280         0.15     0.069375      3.51188        0.925
          10            2          0.5          290     0.144828      0.06717      3.57904     0.927586
          10            2          0.5          300         0.14       0.0651      3.64496         0.93
