          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          0.6         0.31      1.85592      1.03333
          10            1          0.5           30     0.733333     0.498889      1.92633      1.36061
          10            1          0.5           40          0.6         0.41      2.13437      1.36667
          10            1          0.5           50         0.52       0.3524       2.2832      1.35538
          10            1          0.5           60          0.5     0.320833      2.26569      1.28333
          10            1          0.5           70     0.514286     0.305306      2.14879       1.1873
          10            1          0.5           80         0.45     0.274375      2.32804      1.21944
          10            1          0.5           90     0.444444     0.261728      2.30217      1.17778
          10            1          0.5          100         0.42       0.2459      2.36135      1.17095
          10            1          0.5          110          0.4     0.232727      2.41209      1.16364
          10            1          0.5          120         0.45     0.241042      2.18204       1.0713
          10            1          0.5          130     0.446154     0.234852      2.17241      1.05279
          10            1          0.5          140     0.442857     0.229541       2.1637      1.03664
          10            1          0.5          150     0.426667     0.221156       2.2044      1.03667
          10            1          0.5          160          0.4         0.21      2.29129         1.05
          10            1          0.5          170     0.435294       0.2291      2.19918      1.05262
          10            1          0.5          180     0.466667     0.256667      2.17124          1.1
          10            1          0.5          190     0.463158     0.251634      2.16614       1.0866
          10            1          0.5          200         0.44       0.2416      2.23422      1.09818
          10            1          0.5          210     0.419048      0.23229      2.30029      1.10866
          10            1          0.5          220     0.418182     0.238099      2.33369      1.13874
          10            1          0.5          230     0.443478     0.250832      2.25865       1.1312
          10            1          0.5          240     0.458333     0.251649        2.189      1.09811
          10            1          0.5          250        0.456     0.248016      2.18426      1.08779
          10            1          0.5          260     0.453846      0.24466      2.17973      1.07816
          10            1          0.5          270     0.451852      0.24155      2.17539      1.06916
          10            1          0.5          280     0.442857     0.236684       2.1971      1.06889
          10            1          0.5          290     0.448276     0.235969      2.16727      1.05279
          10            1          0.5          300     0.473333     0.247322      2.10133      1.04502
