          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          1.2         0.44      1.10554     0.733333
          10            1          0.5           30            1         0.85      1.84391          1.7
          10            1          0.5           40          0.2         0.09            3          0.9
          10            1          0.5           50          0.2         0.09            3          0.9
          10            1          0.5           60          0.4         0.16            2          0.8
          10            1          0.5           70          0.6         0.21      1.52753          0.7
          10            1          0.5           80            0            0         -nan         -nan
          10            1          0.5           90          0.4         0.16            2          0.8
          10            1          0.5          100          0.2         0.09            3          0.9
          10            1          0.5          110          0.2         0.09            3          0.9
          10            1          0.5          120            1         0.25            1          0.5
          10            1          0.5          130          0.4         0.16            2          0.8
          10            1          0.5          140          0.4         0.16            2          0.8
          10            1          0.5          150          0.2         0.09            3          0.9
          10            1          0.5          160            0            0         -nan         -nan
          10            1          0.5          170            1         0.45      1.34164          0.9
          10            1          0.5          180            1         0.65      1.61245          1.3
          10            1          0.5          190          0.4         0.16            2          0.8
          10            1          0.5          200            0            0         -nan         -nan
          10            1          0.5          210            0            0         -nan         -nan
          10            1          0.5          220          0.4         0.36            3          1.8
          10            1          0.5          230            1         0.45      1.34164          0.9
          10            1          0.5          240          0.8         0.24      1.22474          0.6
          10            1          0.5          250          0.4         0.16            2          0.8
          10            1          0.5          260          0.4         0.16            2          0.8
          10            1          0.5          270          0.4         0.16            2          0.8
          10            1          0.5          280          0.2         0.09            3          0.9
          10            1          0.5          290          0.6         0.21      1.52753          0.7
          10            1          0.5          300          1.2         0.44      1.10554     0.733333
