          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          0.5       0.2875      2.14476         1.15
          10            1          0.5           30          1.2     0.973333      1.64429      1.62222
          10            1          0.5           40          0.9       0.7975      1.98451      1.77222
          10            1          0.5           50         0.72       0.6704      2.27439      1.86222
          10            1          0.5           60     0.633333     0.583056      2.41131      1.84123
          10            1          0.5           70     0.571429     0.518367      2.51992      1.81429
          10            1          0.5           80          0.5       0.4625      2.72029         1.85
          10            1          0.5           90     0.533333         0.44      2.48747         1.65
          10            1          0.5          100         0.48       0.4024      2.64313      1.67667
          10            1          0.5          110     0.509091     0.389752      2.45261      1.53117
          10            1          0.5          120     0.633333     0.466389      2.15661      1.47281
          10            1          0.5          130     0.692308     0.472485      1.98575      1.36496
          10            1          0.5          140     0.657143     0.449184      2.03977      1.36708
          10            1          0.5          150     0.613333     0.425956      2.12822      1.38899
          10            1          0.5          160        0.625     0.427344      2.09189       1.3675
          10            1          0.5          170     0.776471     0.578685      1.95941      1.49055
          10            1          0.5          180     0.833333       0.6875      1.98997         1.65
          10            1          0.5          190          0.8     0.661053      2.03263      1.65263
          10            1          0.5          200         0.76       0.6356      2.09801      1.67263
          10            1          0.5          210      0.72381     0.611882      2.16142      1.69073
          10            1          0.5          220     0.718182     0.593781       2.1459      1.65357
          10            1          0.5          230     0.834783     0.747524      2.07142      1.79094
          10            1          0.5          240     0.833333     0.734722      2.05718      1.76333
          10            1          0.5          250        0.848     0.724224      2.00711      1.70808
          10            1          0.5          260     0.869231     0.714956      1.94551      1.64503
          10            1          0.5          270     0.844444     0.695802      1.97561      1.64795
          10            1          0.5          280     0.814286     0.677092      2.02105      1.66303
          10            1          0.5          290          0.8      0.66069      2.03207      1.65172
          10            1          0.5          300     0.786667     0.645289      2.04228      1.64056
