          10            2          0.5           10            0            0         -nan         -nan
          10            2          0.5           20          0.3       0.1275      2.38048         0.85
          10            2          0.5           30          0.2         0.09            3          0.9
          10            2          0.5           40         0.25     0.109375      2.64575        0.875
          10            2          0.5           50          0.2         0.09            3          0.9
          10            2          0.5           60          0.2         0.09            3          0.9
          10            2          0.5           70     0.171429    0.0783673      3.26599     0.914286
          10            2          0.5           80         0.15     0.069375      3.51188        0.925
          10            2          0.5           90     0.177778    0.0809877      3.20156     0.911111
          10            2          0.5          100         0.18       0.0819       3.1798         0.91
          10            2          0.5          110     0.218182     0.115372      3.11359      1.05758
          10            2          0.5          120     0.233333     0.119722      2.96579      1.02619
          10            2          0.5          130     0.230769     0.117456      2.97022      1.01795
          10            2          0.5          140     0.228571      0.11551      2.97384      1.01071
          10            2          0.5          150     0.213333     0.108622       3.0898      1.01833
          10            2          0.5          160       0.2125     0.107461      3.08529       1.0114
          10            2          0.5          170     0.211765     0.106436      3.08121      1.00523
          10            2          0.5          180     0.211111     0.105525      3.07749     0.999708
          10            2          0.5          190          0.2     0.100526      3.17059      1.00526
          10            2          0.5          200         0.19     0.095975      3.26103      1.01026
          10            2          0.5          210          0.2    0.0995238      3.15474     0.995238
          10            2          0.5          220          0.2    0.0990909      3.14787     0.990909
          10            2          0.5          230     0.191304    0.0951985      3.22567     0.995257
          10            2          0.5          240     0.183333    0.0915972      3.30164     0.999242
          10            2          0.5          250        0.184     0.091536      3.28858     0.994957
          10            2          0.5          260     0.184615    0.0914793       3.2766     0.991026
          10            2          0.5          270     0.192593    0.0944307      3.19115     0.980627
          10            2          0.5          280     0.185714    0.0913776       3.2554     0.984066
          10            2          0.5          290          0.2     0.103793      3.22169      1.03793
          10            2          0.5          300     0.206667     0.112656      3.24815      1.09022
