       1            0            0            0            0            0            0            0            0            0            0
       2            0            0            0            0            0            0            0            0            0            0
       3            0            0            0            0            0            0            0            0            0            0
       4            0            0            0            0            0            0            0            0            0            0
       5            0            0            0            0            0            0            0            0            0            0
       6            0            0            0            0            0            0            0            0            0            0
       7            0            0            0            0            0            0            0            0            0            0
       8            0            0            0            0            0            0            0            0            0            0
       9            0            0            0            0            0            0            0            0            0            0
      10            0            0            0            0            0            0            0            0            0            0
      11            0            0            0            0            0            0            0            0            0            0
      12            0            0            0            0            0            0            0            0            0            0
      13            0            0            0            0            0            0            0            0            0            0
      14            0            0           20            0            0           20            0            0            0            0
      15            0            0           40            0            0           20            0           60           20            0
      16           60            0           60           40           60          160           80          100          180           20
      17          340          120          180          180          180           40          220          320          240          180
      18          440          280          180          240           60          140          280           80          280          320
      19          220          440          180          180           60          260          160           40          160          240
      20           60          200          180          180           40          200          100           20           60          220
      21           40          100          200          100           60          280           40           60          140          240
      22            0           40          100          200           60          140           80           60           40          120
      23           40           20          200          240          120          100           60           60           80           60
      24           40           80          100          200          200          100           40          120           40           20
      25           40           20           40          160          120          220          100           60           60           80
      26           20           60          100          160          220          140           60          140            0           60
      27           60          100           40           60          240          180           20          100           20           20
      28           60           40           40          120          240          280           60          200            0           20
      29           80          100           80           60          420          180            0          180           20           40
      30           20           60           60           80          360          220           60          180           80           20
      31          100          120          100           80          480          180           60          280           60           80
      32          160          120          100           80          360          200           60          220          160           60
      33           60           40           40           40          240          180           40          140          160           40
      34          140           60           40           60          260           60           60          200          180           60
      35          100           20           80           60          100           40           40          240          120           20
      36          240           60           60           60           40          120          100          120          160           40
      37          180           40           40           40           80           80           80          160          100           40
      38           80          160           60           80           20            0           80          140           60           20
      39          180           80          120           60            0           60           80           40          140            0
      40          180          140           40           60           20           20           20           80           40           40
      41          120           20           80            0            0           60           40          100           80           40
      42          120          100          100           80            0           60           20           40           40          120
      43           40          100           40            0            0           80          120           40           20           20
      44           80           60           60           40            0           40          100           20          120           40
      45           60          100           80           40            0           20          100           60           20          100
      46           40          100          140           80            0           80          100           40           60           40
      47           20           80           80           20            0           40           80           20           80           80
      48           40           80          100           60            0           80            0            0           20           60
      49           40          100          140           60            0          180          100            0           40          120
      50           20           80          140           20            0          180           60            0           20          140
      51           60          100          140           40            0          160           60            0           40          120
      52           20           80          160           80            0          240          100           20           20          160
      53           20           60          220           20            0          140           60            0           60          120
      54           60           20           80           40           20           60           80           60           20          100
      55           60            0           40            0           20           60           60           20           20           80
      56           20           20          120           40           40          160           80           40           20           40
      57            0            0          120            0           80           60           60           60           60           40
      58           40            0           40           20           20           20          100          100           60           40
      59           20            0           80           20           20           20           60           40           80            0
      60           40            0           60           80          100           80           80           80           60           20
      61           20            0          100           40          180           60           40          160           60           60
      62            0            0           80           80           80            0           40          160           60           20
      63            0           20           20           40          140           60           40          140            0           20
      64           40           40           80           60          160           20           20          220           80           40
      65            0            0           40           60          280            0           20          120           20           60
      66           60          100           60           40          180           40           40          280           20           20
      67          100          140            0          100          220           20           40          180           60            0
      68           80           40           60           80          120           20          100          180          120           80
      69          100           20           40          120          140           80           60           80           80           40
      70           80           60           60           60           60           40           80          100          120           60
      71           40          180           40          120           40           80           40           60           60           80
