          10            0          0.5           10            0            0         -nan         -nan
          10            0          0.5           20         84.4      2029.16      1.06745      48.0844
          10            0          0.5           30        100.8        45.64     0.134042     0.905556
          10            0          0.5           40         99.2       227.84     0.304322      4.59355
          10            0          0.5           50         58.8        27.04     0.176871     0.919728
          10            0          0.5           60         56.4        64.76     0.285367      2.29645
          10            0          0.5           70         71.4        43.61      0.18498      1.22157
          10            0          0.5           80         79.4        40.21     0.159726      1.01285
          10            0          0.5           90         66.8        43.44     0.197332       1.3006
          10            0          0.5          100         64.6        18.61     0.133558     0.576161
          10            0          0.5          110         70.4        35.76     0.169885      1.01591
          10            0          0.5          120           80         50.2      0.17713        1.255
          10            0          0.5          130         93.6       130.96     0.244525      2.79829
          10            0          0.5          140         62.6        48.21     0.221832      1.54026
          10            0          0.5          150         53.8        26.89     0.192772     0.999628
          10            0          0.5          160         73.2         9.44    0.0839469     0.257923
          10            0          0.5          170         70.4        23.36     0.137307     0.663636
          10            0          0.5          180         72.6        67.61     0.226516      1.86253
          10            0          0.5          190           87       124.85     0.256865      2.87011
          10            0          0.5          200         79.8        63.69     0.200015      1.59624
          10            0          0.5          210           49        15.65      0.16147     0.638776
          10            0          0.5          220           77        41.65     0.167628      1.08182
          10            0          0.5          230         68.4        35.36     0.173872      1.03392
          10            0          0.5          240         47.8        72.89      0.35722      3.04979
          10            0          0.5          250         68.4       125.96     0.328163      3.68304
          10            0          0.5          260         82.8        85.24     0.223008      2.05894
          10            0          0.5          270         81.2        27.44     0.129023     0.675862
          10            0          0.5          280         71.8        67.49     0.228836      1.87994
          10            0          0.5          290         61.6        31.36     0.181818      1.01818
          10            0          0.5          300         56.8        97.84     0.348289      3.44507
