          10            0          0.5           10            0            0         -nan         -nan
          10            0          0.5           20         42.2      1459.79      1.81077      69.1844
          10            0          0.5           30      61.7333      1179.18       1.1125      38.2024
          10            0          0.5           40         71.1      1007.15     0.892703      28.3305
          10            0          0.5           50        68.64      817.178     0.832935      23.8105
          10            0          0.5           60         66.6      696.977     0.792802      20.9302
          10            0          0.5           70      67.2857      604.344     0.730717      17.9635
          10            0          0.5           80         68.8       537.84     0.674168      15.6349
          10            0          0.5           90      68.5778      483.005     0.640948      14.0864
          10            0          0.5          100        68.18      436.922     0.613162      12.8167
          10            0          0.5          110      68.3818      400.554     0.585356      11.7152
          10            0          0.5          120        69.35      373.936     0.557676       10.784
          10            0          0.5          130      71.2154      365.685     0.537044      10.2698
          10            0          0.5          140         70.6      344.239       0.5256       9.7518
          10            0          0.5          150        69.48      327.472     0.520904      9.42638
          10            0          0.5          160      69.7125      307.798     0.503329       8.8305
          10            0          0.5          170      69.7529      291.073      0.48918      8.34583
          10            0          0.5          180      69.9111      278.765     0.477642      7.97483
          10            0          0.5          190      70.8105      274.304     0.467787      7.74755
          10            0          0.5          200        71.26      264.733     0.456655      7.43006
          10            0          0.5          210         70.2       258.49     0.458052      7.36439
          10            0          0.5          220      70.5091      249.135     0.447716      7.06675
          10            0          0.5          230      70.4174      239.887     0.439899      6.81329
          10            0          0.5          240       69.475      238.035     0.444142       6.8524
          10            0          0.5          250       69.432      233.563     0.440223      6.72783
          10            0          0.5          260      69.9462      229.511     0.433179       6.5625
          10            0          0.5          270       70.363      223.156      0.42461      6.34299
          10            0          0.5          280      70.4143      217.614     0.418999      6.18097
          10            0          0.5          290      70.1103      211.838     0.415193        6.043
          10            0          0.5          300      69.6667      209.466     0.415491      6.01337
