           1            0          0.5           10            0            0         -nan         -nan
           1            0          0.5           20            1         0.75      1.73205          1.5
           1            0          0.5           30      1.33333     0.688889      1.24499      1.03333
           1            0          0.5           40         1.65     0.844375      1.11382      1.02348
           1            0          0.5           50         1.68       0.7744      1.04762     0.921905
           1            0          0.5           60      1.66667     0.738889       1.0315     0.886667
           1            0          0.5           70      1.71429     0.665306     0.951607      0.77619
           1            0          0.5           80        1.725     0.643594     0.930137     0.746196
           1            0          0.5           90          1.8     0.712222     0.937703     0.791358
           1            0          0.5          100         1.78       0.6979     0.938656     0.784157
           1            0          0.5          110      1.76364     0.704215     0.951642     0.798594
           1            0          0.5          120      1.68333     0.683264     0.982096     0.811799
           1            0          0.5          130      1.73846     0.713669     0.971881     0.821035
           1            0          0.5          140      1.78571     0.781378      0.99003     0.875143
           1            0          0.5          150      1.78667     0.801956      1.00245     0.897711
           1            0          0.5          160       1.8125     0.784961     0.977633     0.866164
           1            0          0.5          170      1.84706      0.76474     0.946905     0.828063
           1            0          0.5          180      1.85556     0.844784      0.99067     0.910546
           1            0          0.5          190      1.78947     0.831025      1.01885     0.928793
           1            0          0.5          200         1.77     0.811775      1.01806      0.91726
           1            0          0.5          210      1.75238     0.794195       1.0171     0.906418
           1            0          0.5          220      1.77273     0.818905      1.02095     0.923893
           1            0          0.5          230      1.73913     0.809074      1.03441     0.930435
           1            0          0.5          240      1.74167     0.795816       1.0244     0.913856
           1            0          0.5          250         1.72       0.7924      1.03508     0.921395
           1            0          0.5          260          1.8     0.851538      1.02532     0.946154
           1            0          0.5          270      1.79259     0.841097      1.02323     0.938414
           1            0          0.5          280      1.78571     0.824235      1.01682     0.923143
           1            0          0.5          290       1.7931     0.816885       1.0081     0.911141
           1            0          0.5          300      1.76667     0.803056      1.01449     0.909119
