           1            0          0.5           10            0            0         -nan         -nan
           1            0          0.5           20            1         0.75      1.73205          1.5
           1            0          0.5           30      1.26667     0.698889      1.31999      1.10351
           1            0          0.5           40          1.5       0.7375      1.14504     0.983333
           1            0          0.5           50         1.56       0.6516      1.03489     0.835385
           1            0          0.5           60      1.66667     0.705556      1.00797     0.846667
           1            0          0.5           70      1.62857     0.722653      1.04397     0.887469
           1            0          0.5           80        1.575     0.692344       1.0566     0.879167
           1            0          0.5           90          1.6     0.715556      1.05738     0.894444
           1            0          0.5          100          1.6         0.68      1.03078         0.85
           1            0          0.5          110      1.61818     0.718099      1.04736     0.887538
           1            0          0.5          120      1.58333     0.698264      1.05552     0.882018
           1            0          0.5          130      1.69231     0.822485       1.0718     0.972028
           1            0          0.5          140      1.82857      0.93551      1.05789      1.02321
           1            0          0.5          150      1.82667     0.919156       1.0497      1.00637
           1            0          0.5          160          1.8         0.89      1.04822     0.988889
           1            0          0.5          170      1.78824     0.859377      1.03681     0.961146
           1            0          0.5          180      1.81111     0.863302      1.02604      0.95334
           1            0          0.5          190      1.74737     0.857729      1.06004     0.981737
           1            0          0.5          200         1.72       0.8504      1.07229     0.988837
           1            0          0.5          210      1.77143     0.882177      1.06044     0.996006
           1            0          0.5          220      1.76364     0.876942      1.06196      0.99447
           1            0          0.5          230      1.75652     0.880832      1.06862      1.00293
           1            0          0.5          240      1.74167     0.862483      1.06645     0.990411
           1            0          0.5          250        1.744     0.847616       1.0558     0.972037
           1            0          0.5          260      1.78462     0.873018      1.04712     0.978382
           1            0          0.5          270          1.8     0.875185      1.03946     0.972428
           1            0          0.5          280      1.79286     0.878559      1.04561     0.980065
           1            0          0.5          290       1.7931     0.892747      1.05387     0.995756
           1            0          0.5          300      1.76667     0.876389       1.0598     0.992138
