          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          0.4         0.26      2.54951          1.3
          10            1          0.5           30          5.8        29.69      1.87891      10.2379
          10            1          0.5           40        19.85      226.319      1.51576       22.803
          10            1          0.5           50        36.52      461.752       1.1768      25.2876
          10            1          0.5           60      46.3333      506.939     0.971884      21.8823
          10            1          0.5           70      53.2571      507.805     0.846254      19.0699
          10            1          0.5           80        58.75      499.484     0.760822      17.0037
          10            1          0.5           90      63.2444       488.28     0.698782       15.441
          10            1          0.5          100         66.6       465.89     0.648183      13.9907
          10            1          0.5          110      69.1818      441.896     0.607713      12.7749
          10            1          0.5          120         71.5      420.754      0.57377      11.7693
          10            1          0.5          130      73.3692      399.385     0.544768       10.887
          10            1          0.5          140         75.2      382.283     0.520001      10.1671
          10            1          0.5          150        76.76      366.382     0.498726      9.54618
          10            1          0.5          160      78.0125      351.019      0.48032      8.99904
          10            1          0.5          170      79.1529      336.703     0.463646      8.50766
          10            1          0.5          180      80.0778      322.115     0.448253      8.04506
          10            1          0.5          190      81.2105      311.618     0.434739      7.67432
          10            1          0.5          200        82.11      300.262      0.42207      7.31365
          10            1          0.5          210      82.8952      289.933     0.410818      6.99517
          10            1          0.5          220      83.5091      279.467      0.40037      6.69309
          10            1          0.5          230      84.1913      270.539     0.390731      6.42676
          10            1          0.5          240      84.7083      261.137     0.381538      6.16556
          10            1          0.5          250         85.2      252.688     0.373149      5.93164
          10            1          0.5          260      85.6846      244.933     0.365301      5.71708
          10            1          0.5          270      86.1185      237.811     0.358137      5.52288
          10            1          0.5          280      86.4857      230.598     0.351167      5.33263
          10            1          0.5          290      86.8414      224.071     0.344744      5.16047
          10            1          0.5          300      87.2133      218.052     0.338631      5.00043
