    13.2188579290949    0    141    141    147    146    141    141    141    147    141    141    124    110    146    116    123    113    105    109    141    112    141
    13.2376962013487    0    178    178    158    185    187    187    178    170    164    167    171    189    188    191    161    178    158    178    178    178    178
    19.1407976152014    0    487    487    487    487    453    492    487    470    465    487    487    487    487    487    462    458    487    458    464    487    494
    33.4032766884439    0    467    467    467    467    482    480    467    456    457    467    467    467    467    467    484    486    467    484    484    467    460
    39.3419579234304    0     14     24     14     32     14     10     32     14     33     13     14     14     14     14     14     14     14     14      7     33     14
    54.3228958268897    0     12     18     12     30     12     21      8     12     31     31     12     12     12     12     12     12     12     12     31     32     12
    69.8784029797321    0    361    361    383    361    353    361    361    361    361    361    354    361    379    379    378    361    361    361    379    379    361
    81.3782146641428    0    345    345    345    345    347    345    347    323    347    313    345    346    320    317    345    346    302    345    345    303    320
    83.6408687304407    0     17     16     17     19     17     33     33     17     12     33     17     17     17     17     17     17     17     17     33     35     17
    86.7678470830036    0    367    367    386    367    383    367    367    367    367    367    357    367    383    382    352    367    367    367    384    383    367
     104.57282498247    0    163    167    159    178    180    179    163    156    161    181    153    171    157    171    180    163    185    163    163    163    163
    109.539858690238    0    129    129    141    113    129    129    129    139    129    129    123    143    104    138    124    138    141    115    129    139    129
     124.75921234071    0     23      2     23     34     23     38     39     23     38     24     23     23     23     23     23     23     23     23     36     37     23
    132.857997132117    0     76     76     53     76     88     92     69     76     76     76     76     88     88     76     76     51     76     89     76     76     76
    149.199790454448    0    215    209    215    231    215    215    205    215    219    215    231    215    215    215    215    220    215    215    234    207    201
    149.558543179076    0    239    239    239    203    239    239    244    239    218    239    207    239    239    239    239    224    239    239    211    242    245
    156.169056331509    0    230    230    230    216    230    230    215    230    221    230    242    230    230    230    230    218    230    230    243    208    241
    157.153742801452    0    240    240    240    218    240    240    245    240    247    240    224    240    240    240    240    223    240    240    207    216    246
    161.032810208232    0     70     53     87     70     84     87     52     70     70     70     70     66     50     70     70     53     70     65     70     70     70
    167.119112916599    0     67     57     84     67     63     85     83     67     67     67     67     65     84     67     67     60     67     69     67     67     67
    171.098035776799    0     72     54     65     72     66     89     86     72     72     72     72     71     87     72     72     67     72     61     72     72     72
    172.800561570846    0     64     56     61     64     68     82     58     64     64     64     64     72     60     64     64     82     64     83     64     64     64
    173.217760791368    0     58     63     77     58     69     64     79     58     58     58     58     79     52     58     58     69     58     60     58     58     58
    175.146350171645    0     54     70     75     54     67     77     76     54     54     54     54     76     77     54     54     71     54     70     54     54     54
    195.219221760455    0     67     57     84     67     63     85     83     67     67     67     67     65     84     67     67     60     67     69     67     67     67
    197.902195689158    0     54     70     75     54     67     77     76     54     54     54     54     76     77     54     54     71     54     70     54     54     54
    213.986479780124    0    114    114    116    131    114    114    114    133    114    114    134    132    131    130    105    131    132    135    114    100    114
    220.466134683371    0    124    122    138    137    124    124    124    137    124    124    118    141    137    135    136    109    138    139    124    117    124
    229.070358293018    0    475    475    475    475    466    486    475    452    485    475    475    475    475    475    468    463    475    488    489    475    450
    247.234383334802    0    206    222    206    228    206    206    227    206    209    206    219    206    206    206    206    217    206    206    218    219    231
     249.92111712764    0    354    354    378    354    370    354    354    354    354    354    377    354    354    361    364    354    354    354    375    376    354
    254.770802501676    0    207    219    207    201    207    207    228    207    228    207    218    207    207    207    207    219    207    207    231    229    210
    270.217414696795    0    217    220    217    232    217    217    234    217    234    217    233    217    217    217    217    233    217    217    235    223    217
     278.62683297364    0    245    245    245    246    245    245    206    245    222    245    211    245    245    245    245    201    245    245    201    222    249
     289.31438694009    0     18     14     18      1     18     16     34     18     13     34     18     18     18     18     18     18     18     18     19      9     18
    289.803399512959    0     45     45     45      6     45     18     20     45      8     47     45     45     45     45     45     45     45     45      9     47     45
    293.127940105342    0     24     20     24      9     24     15     40     24     10     38     24     24     24     24     24     24     24     24     12      3     24
    295.355931109622    0     39     39     39     11     39     47     23     39     17     45     39     39     39     39     39     39     39     39     15     44     39
    296.347345040824    0     20     17     20     17     20     35     36     20     18     36     20     20     20     20     20     20     20     20     35     16     20
    296.734663360456    0     21     21     21     12     21     36     37     21     36     11     21     21     21     21     21     21     21     21     21     17     21
    298.064436558168    0      6      3      6     13      6     27     22      6     22     29      6      6      6      6      6      6      6      6     28     27      6
