         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      18.0427            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      34.4111            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      53.5664            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      74.3807            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      88.0879            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      104.995            1            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      111.403            2            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      111.403            2            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      132.628            3            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      149.642            4            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      151.946            5            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      151.946            5            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      171.103            6            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100       182.36            7            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100       182.36            7            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      203.467            8            9     0.478783    0.0108886     40     0.370912    140     0.374186     55     0.249187    155     0.249997      0            0     75     0.373534     10        0.125    185     0.374404      0            0    130     0.478783     45     0.249936     20     0.352119     60     0.249779     20        0.125     60     0.403054      0            0     35       0.3457     10        0.125     10        0.125     10        0.125
         5.5            2          0.5          100      211.755            9           14      0.46549    0.0200666     40     0.436672    140      0.33261     55       0.2215    175      0.33283      0            0     75      0.33203     10     0.111111    185     0.332803      0            0    130     0.425585     45     0.222165     20     0.312995     60     0.222026     10     0.111111     60      0.46549      0            0     60     0.378314     10     0.111111     10     0.111111     10     0.111111
         5.5            2          0.5          100      229.073           10           14     0.464609    0.0281264     40     0.393004    140     0.299349     55      0.19935     90     0.357241      0            0     75     0.298827    115          0.2    185     0.299523      0            0    130     0.383026     45     0.199949     20     0.281695     60     0.199824    120     0.199912     55     0.464609      0            0     60     0.340483     10          0.1     10          0.1    180     0.199996
         5.5            2          0.5          100      229.073           10           14     0.464609     0.035107     40     0.393004    140     0.299349     55      0.19935     90     0.357241      0            0     75     0.298827    115          0.2    185     0.299523      0            0    130     0.383026     45     0.199949     20     0.281695     60     0.199824    120     0.199912     55     0.464609      0            0     60     0.340483     10          0.1     10          0.1    180     0.199996
         5.5            2          0.5          100      248.141           11           14      0.50699    0.0425671     45     0.348218    140     0.272135     55     0.181227     90     0.324765      0            0     75     0.271661    115     0.181818     20     0.346198      0            0     30     0.407215     45     0.181772     20     0.256087     60     0.181658    120     0.181738     55      0.50699      0            0     60      0.30953     90     0.181611     85     0.181806    180     0.181815
         5.5            2          0.5          100      255.065           12           14     0.543175    0.0501164     45     0.331957    140     0.249457     50     0.237911     90     0.297701      0            0     75     0.249023    115     0.166667     20     0.317348      0            0     90     0.412205     45     0.166624     20     0.234746     60      0.16652    120     0.166594     55     0.543175      0            0     60     0.283736     90     0.166477     85     0.166655     15     0.231162
         5.5            2          0.5          100      255.065           12           14     0.543175    0.0561904     45     0.331957    140     0.249457     50     0.237911     90     0.297701      0            0     75     0.249023    115     0.166667     20     0.317348      0            0     90     0.412205     45     0.166624     20     0.234746     60      0.16652    120     0.166594     55     0.543175      0            0     60     0.283736     90     0.166477     85     0.166655     15     0.231162
         5.5            2          0.5          100      278.412           13           14      0.51941    0.0600018     45     0.306422    140     0.230268     50     0.219611     90     0.274801      0            0     65     0.300017    115     0.153846    125     0.355018      0            0    100     0.373954     45     0.153807     20     0.216689     60      0.15371    120     0.153779     50      0.51941      0            0     60      0.26191     45     0.227821     30     0.217931     15     0.213381
         5.5            2          0.5          100      278.412           13           14      0.51941    0.0624642     45     0.306422    140     0.230268     50     0.219611     90     0.274801      0            0     65     0.300017    115     0.153846    125     0.355018      0            0    100     0.373954     45     0.153807     20     0.216689     60      0.15371    120     0.153779     50      0.51941      0            0     60      0.26191     45     0.227821     30     0.217931     15     0.213381
         5.5            2          0.5          100      278.412           13           14      0.51941    0.0635777     45     0.306422    140     0.230268     50     0.219611     90     0.274801      0            0     65     0.300017    115     0.153846    125     0.355018      0            0    100     0.373954     45     0.153807     20     0.216689     60      0.15371    120     0.153779     50      0.51941      0            0     60      0.26191     45     0.227821     30     0.217931     15     0.213381
