       1            0            0            0            0            0            0            0            0            0            0
       2            0            0            0            0            0            0            0            0            0            0
       3            0            0            0            0            0            0            0            0            0            0
       4            0            0            0            0            0            0            0            0            0            0
       5            0            0            0            0            0            0            0            0            0            0
       6            0            0            0            0            0            0            0            0            0            0
       7            0            0            0            0            0            0            0            0            0            0
       8            0            0            0            0            0            0            0            0            0            0
       9            0            0            0            0            0            0            0            0            0            0
      10            0            0            0            0            0            0            0            0            0            0
      11            0            0            0            0            0            0            0            0            0            0
      12            0            0            0            0            0            0            0            0            0            0
      13            0            0            0            0            0            0            0            0            0            0
      14            0            0           20           20            0            0            0            0            0            0
      15            0            0            0            0           20           20            0           20            0            0
      16            0            0           20            0            0            0            0            0            0            0
      17            0            0           20            0            0           40            0            0            0            0
      18            0            0           20           40            0           60            0            0            0           60
      19            0            0          240           40           20          200           20            0            0           40
      20           80            0          180          100          380          300           40          180            0           40
      21          520           20           40            0          300          180           40          380          100            0
      22          800           60            0           20            0            0            0          280          180          220
      23          540          160            0           60            0            0           40           40          300          700
      24          280          300            0           20            0           60          160            0          140          780
      25          200          360            0            0            0           60          320            0           60          700
      26           60          280            0           20            0          140          600           60          200          320
      27           80          100           20           60            0          120          800           40          320           20
      28           20           60            0          140            0          140          720           20          520           20
      29           60           40           40          200           20           80          440           60          320            0
      30           20           20            0          200            0           60          320           80          460           20
      31           40            0           60          240            0           20          120            0          280            0
      32            0           80            0          440            0           40           60            0          180           20
      33            0           60           60          440            0           80           60            0           60           20
      34            0          140            0          640            0           60           40            0           20           20
      35            0          240           20         1040           40          100          120            0            0            0
      36           20          400           20         1440          120          220           60            0           20           20
      37           20          380            0         1120          220          300          120            0           20          100
      38           20          500           40          900          580          440           20            0            0          200
      39           20          480           40          240          600          380            0            0           20          160
      40            0          200           80            0          700          400            0            0            0           80
      41           20          160           80            0          880          540            0            0           20            0
      42           20           60          120            0          980          600            0           20           40           20
      43            0          100          120            0         1000          460            0           20           60            0
      44           40           80           80            0          740          440            0           80           20            0
      45          120          160          220            0          680          320            0           80           60            0
      46           80          160          100            0          700          440            0          120           40            0
      47          120          100          180            0          440          380            0           60          100            0
      48          140           40          180            0          320          260            0          140           80            0
      49           80           20          200            0          180          140            0           80          140            0
      50          120            0          160            0          140           60            0          120           60            0
      51           40           40           60            0          140           20            0           60          100            0
      52          120           20           40            0           60           20            0           60          100            0
      53           80          100           80            0           40            0            0           20          120            0
      54           40           20           20            0           40            0            0           80          120            0
      55           40            0            0            0            0            0            0           20          100           20
      56           60           80           60            0           20            0            0           20          100            0
      57           80          100           60            0            0            0            0           20           80            0
      58          120          120           20            0           60            0            0           40          180           60
      59          140           60           20            0            0            0            0           80          300            0
      60          200          240           20            0            0            0            0           40          140           40
      61          160          240           60            0            0            0           20           40          440           20
      62           80           80           20            0           20            0           20          100          480           60
      63           40           40           40            0            0            0           20          100          680           60
      64           80          120           60            0           20            0           40          120          640          120
      65          140           20           40            0            0            0           80          140          760          180
      66          240           60           20           40            0            0          100          140          680          320
      67          200           40           40           80            0            0           40          140          320          640
      68          200           20            0            0            0            0           20           60          160          700
      69          240           40            0          100            0           20          140           80           20          720
      70          180          120            0            0            0           20          140           60           60          800
      71          320          160            0           40            0            0          240           20           40          860
