          10            2          0.5           10            0            0         -nan         -nan
          10            2          0.5           20          0.4         0.16            2          0.8
          10            2          0.5           30          0.4         0.16            2          0.8
          10            2          0.5           40            0            0         -nan         -nan
          10            2          0.5           50            0            0         -nan         -nan
          10            2          0.5           60          0.2         0.09            3          0.9
          10            2          0.5           70            0            0         -nan         -nan
          10            2          0.5           80          0.2         0.09            3          0.9
          10            2          0.5           90          0.2         0.09            3          0.9
          10            2          0.5          100          0.2         0.09            3          0.9
          10            2          0.5          110         22.6        22.61     0.420796      2.00088
          10            2          0.5          120         23.6        13.36     0.309757       1.1322
          10            2          0.5          130         23.8         5.09     0.189588     0.427731
          10            2          0.5          140         21.4         5.01     0.209187     0.468224
          10            2          0.5          150         26.8         5.04     0.167537     0.376119
          10            2          0.5          160           23         8.25     0.249764     0.717391
          10            2          0.5          170         23.6         6.16     0.210333     0.522034
          10            2          0.5          180         23.2         6.44     0.218769     0.555172
          10            2          0.5          190         19.8         8.89     0.301173      0.89798
          10            2          0.5          200           24          6.6     0.214087         0.55
          10            2          0.5          210         23.8         5.69     0.200451     0.478151
          10            2          0.5          220         22.2         6.69     0.233018     0.602703
          10            2          0.5          230           24          6.2     0.207498     0.516667
          10            2          0.5          240         23.2         7.24     0.231959     0.624138
          10            2          0.5          250         23.6        11.16     0.283107     0.945763
          10            2          0.5          260         20.6         8.81     0.288171      0.85534
          10            2          0.5          270         19.6         4.56       0.2179     0.465306
          10            2          0.5          280         24.6        10.21     0.259781     0.830081
          10            2          0.5          290         24.8        10.04     0.255532     0.809677
          10            2          0.5          300         21.4        13.41      0.34224      1.25327
