          10            2          0.5           10            0            0         -nan         -nan
          10            2          0.5           20          0.2         0.09            3          0.9
          10            2          0.5           30     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5           40         0.15     0.069375      3.51188        0.925
          10            2          0.5           50         0.12       0.0564      3.95811         0.94
          10            2          0.5           60     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5           70     0.114286    0.0538776      4.06202     0.942857
          10            2          0.5           80        0.125    0.0585938      3.87298       0.9375
          10            2          0.5           90     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5          100         0.14       0.0651      3.64496         0.93
          10            2          0.5          110     0.127273    0.0595868      3.83592     0.936364
          10            2          0.5          120     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5          130     0.123077    0.0577515      3.90512     0.938462
          10            2          0.5          140     0.142857    0.0663265      3.60555     0.928571
          10            2          0.5          150     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5          160       0.1375    0.0640234      3.68041      0.93125
          10            2          0.5          170     0.141176    0.0656055      3.62859     0.929412
          10            2          0.5          180     0.144444    0.0670062      3.58415     0.927778
          10            2          0.5          190     0.136842    0.0637396       3.6899     0.931579
          10            2          0.5          200         0.14       0.0651      3.64496         0.93
          10            2          0.5          210     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5          220     0.136364    0.0635331      3.69685     0.931818
          10            2          0.5          230      0.13913    0.0647259      3.65718     0.930435
          10            2          0.5          240     0.166667    0.0763889      3.31662     0.916667
          10            2          0.5          250         0.16       0.0736      3.39116         0.92
          10            2          0.5          260     0.153846    0.0710059       3.4641     0.923077
          10            2          0.5          270     0.148148    0.0685871      3.53553     0.925926
          10            2          0.5          280         0.15     0.069375      3.51188        0.925
          10            2          0.5          290     0.158621    0.0730202      3.40715      0.92069
          10            2          0.5          300     0.153333    0.0707889      3.47037     0.923333
