         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      18.3648            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      34.8684            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      54.0502            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      79.1928            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      87.6977            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      101.579            1            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      119.816            2            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      119.816            2            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      133.199            3            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      133.199            3            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      152.135            4            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      161.852            5            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      161.852            5            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100       180.37            6            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      199.819            7            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      199.819            7            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
         5.5            2          0.5          100      215.456            8            1      0.52872    0.0132784     20      0.37227     95      0.52872     10        0.125     75         0.25      0            0      0            0     95     0.249944     10        0.125      0            0     20     0.416894
         5.5            2          0.5          100      229.138            9            1     0.469974    0.0225276     20     0.330907     95     0.469974     10     0.111111     15     0.327186      0            0      0            0     95     0.222172     15     0.222071      0            0     20     0.370572
         5.5            2          0.5          100      229.138            9            1     0.469974    0.0306723     20     0.330907     95     0.469974     10     0.111111     15     0.327186      0            0      0            0     95     0.222172     15     0.222071      0            0     20     0.370572
         5.5            2          0.5          100      246.657           10            1     0.422976    0.0360644     20     0.388844     95     0.422976    105     0.199844     15     0.294467      0            0     10          0.1     95     0.199955     15     0.279526      0            0     20     0.333515
         5.5            2          0.5          100      246.657           10            1     0.422976     0.040562     20     0.388844     95     0.422976    105     0.199844     15     0.294467      0            0     10          0.1     95     0.199955     15     0.279526      0            0     20     0.333515
         5.5            2          0.5          100      264.428           11            0     0.425808    0.0442464     20     0.425808     95     0.384524    105     0.181676     15     0.267697      0            0     10    0.0909091     95     0.181777     15     0.254114      0            0     20      0.37401
         5.5            2          0.5          100      279.986           12            0     0.390324    0.0461349     20     0.390324     95      0.35248    105     0.166537     15     0.245389      0            0     85     0.166663     95     0.166629     90     0.312196      0            0     20     0.342843
         5.5            2          0.5          100      279.986           12            0     0.390324    0.0472616     20     0.390324     95      0.35248    105     0.166537     15     0.245389      0            0     85     0.166663     95     0.166629     90     0.312196      0            0     20     0.342843
         5.5            2          0.5          100      279.986           12            0     0.390324    0.0476266     20     0.390324     95      0.35248    105     0.166537     15     0.245389      0            0     85     0.166663     95     0.166629     90     0.312196      0            0     20     0.342843
