    13.2188579290949    0    141    141    119    145    141    141    141    117    141    141    145
    16.3098593303602    0    436    436    436    419    436    440    436    444    436    419    436
    21.2742231426454    0    487    487    487    487    495    465    487    458    465    487    487
    35.5584360060035    0      2     13      2     26      2      8      9      2     26      9      2
    40.0986679721954    0    297    297    268    297    297    297    298    297    297    253    299
    43.8481366496127    0     30     30     30     41     30     37     39     30     41     16     30
    50.2243864721791    0    280    280    265    280    280    280    293    280    280    257    257
    52.2648324577736    0    259    259    279    259    259    259    278    259    259    258    280
    52.4475431907855    0    283    283    267    283    283    283    295    283    283    259    267
    53.8831673029423    0    402    402    402    408    402    425    402    427    402    401    402
    54.1426791179627    0    159    170    150    177    164    169    159    158    176    174    179
     56.167966983803    0    324    324    324    324    304    324    300    337    335    320    324
    80.9494548476305    0    345    345    345    345    305    345    306    314    322    347    345
    82.0789785581741    0    365    365    384    365    362    365    365    365    365    365    374
    88.5422443956349    0     52     52     76     52     50     77     76     52     52     52     52
    99.8621707161331    0    201    224    201    222    201    201    225    201    213    201    225
    108.880305447847    0     39     39     39     46     39     42      4     39      5     41     39
     119.09608471782    0    114    109    104    132    114    114    114    121    114    114    102
    123.095531380726    0    388    388    363    388    363    388    388    388    388    388    366
    124.278655263849    0    358    358    364    358    365    358    358    358    358    358    350
     126.03058864685    0    150    159    154    153    175    164    150    173    156    175    175
    126.583621875007    0    376    376    366    376    386    376    376    376    376    376    369
    127.086056378912    0    369    369    365    369    383    369    369    369    369    369    386
    133.264140600425    0    360    360    367    360    378    360    360    360    360    360    361
    134.533621615765    0    116    115    113    133    116    116    116    132    116    116    119
    160.466709635199    0     70     69     60     70     67     86     87     70     70     70     70
    160.556204876624    0    103    114    127    112    103    103    103    108    103    103    125
     163.34723558818    0    166    154    162    182    153    182    166    153    179    184    183
     163.91269560161    0    117    117    133    134    117    117    117    133    117    117    107
    164.822549783136    0     57     72     72     57     64     67     52     57     57     57     57
     167.35527642797    0    173    156    184    158    160    186    173    168    172    157    187
    167.404850565265    0      5      0      5     29      5     28     17      5     12     27      5
    167.769365706433    0    153    160    155    172    163    176    153    156    151    166    177
    168.416289489407    0    118    118    110    100    118    118    118    134    118    118    133
    168.581916253927    0     23     23     23     15     23      9     18     23     37      0     23
    169.443587730648    0    212    207    212    214    212    212    219    212    219    212    231
    169.549155571159    0    101    119    125    121    101    101    101    113    101    101    117
      170.7027028172    0    169    161    183    164    183    183    169    155    181    168    185
    171.200426570783    0    210    206    210    229    210    210    224    210    230    210    212
    171.214211613716    0      1     24      1      0      1     24      6      1     25     25      1
    171.472280565384    0    153    160    155    172    163    176    153    156    151    166    177
    172.026873504319    0     73     73     56     73     60     88     64     73     73     73     73
    172.219208334253    0    100    121    120    119    100    100    100    111    100    100    101
    172.296579730481    0     14      2     14      9     14      1     30     14     32     33     14
    172.467725629413    0    221    209    221    216    221    221    233    221    217    221    222
    172.580843270767    0     16      3     16     35     16      0     24     16     34     34     16
    173.702829849488    0    170    162    157    159    184    184    170    183    169    152    186
    174.382145458489    0    156    165    165    176    178    178    156    176    173    178    157
    174.512729531882    0     11      4     11     33     11      5     10     11     30     31     11
    175.239160809848    0    165    163    182    181    181    181    165    165    178    172    156
     175.34438814066    0    160    166    152    161    162    179    160    160    166    165    158
    178.059457074934    0    110    122    129    116    110    110    110    130    110    110    129
    179.745883778081    0    156    165    165    176    178    178    156    176    173    178    157
     190.49776967747    0      4      5      4     28      4     27      2      4     17      1      4
    216.090351587034    0    348    348    348    348    348    348    348    302    349    349    348
    217.104063673718    0    114    109    104    132    114    114    114    121    114    114    102
    222.275064590114    0    182    182    160    190    189    152    182    166    187    192    171
    231.324299065796    0    173    156    184    158    160    186    173    168    172    157    187
    232.470765025986    0    472    472    472    472    464    473    472    462    486    472    472
    233.435715633876    0    306    306    306    306    327    306    327    307    328    302    306
    236.717629546896    0    329    329    329    329    339    329    314    308    338    304    329
    247.595532484677    0    206    215    206    203    206    206    210    206    201    206    229
    252.040325855459    0    215    217    215    232    215    215    209    215    234    215    232
     275.03363167848    0    217    216    217    234    217    217    230    217    204    217    233
     276.23051045003    0    172    171    164    185    186    174    172    170    164    164    153
    277.434449460946    0    214    219    214    219    214    214    221    214    233    214    221
    277.619921261132    0    245    245    245    249    245    245    223    245    210    245    247
    278.708062221412    0    223    218    223    238    223    223    222    223    208    223    216
    278.750377735002    0    207    200    207    226    207    207    226    207    227    207    223
    278.841179806952    0     40     40     40      6     40     43     44     40      0     42     40
    279.111577377277    0     58     55     59     58     59     80     54     58     58     58     58
    279.581239657643    0    203    221    203    224    203    203    200    203    211    203    227
    280.860743080743    0     61     54     80     61     78     82     55     61     61     61     61
    281.015647648344    0     33     33     33     17     33     39     12     33      2     17     33
    282.734097590983    0     15     12     15     34     15     31     14     15     33     15     15
    283.527246455963    0     42     42     42     24     42     18     13     42      1     23     42
    285.708899626807    0    203    221    203    224    203    203    200    203    211    203    227
    286.328655117364    0     33     33     33     17     33     39     12     33      2     17     33
