          10            0          0.5           10            0            0         -nan         -nan
          10            0          0.5           20          1.6         1.16      1.34629         1.45
          10            0          0.5           30         40.2       176.49     0.660943       8.7806
          10            0          0.5           40         42.6        22.81     0.224224      1.07089
          10            0          0.5           50         34.8        67.04     0.470563      3.85287
          10            0          0.5           60         20.6         8.61     0.284882     0.835922
          10            0          0.5           70         19.6        17.56     0.427599      1.79184
          10            0          0.5           80         35.6        35.36     0.334069      1.98652
          10            0          0.5           90         41.8        16.89     0.196638     0.808134
          10            0          0.5          100         29.4        35.81     0.407085      2.43605
          10            0          0.5          110           17         6.25     0.294118     0.735294
          10            0          0.5          120         35.6        29.36     0.304409      1.64944
          10            0          0.5          130         42.8        22.84     0.223323      1.06729
          10            0          0.5          140         31.8        19.49     0.277657      1.22579
          10            0          0.5          150         14.6        10.61     0.446205      1.45342
          10            0          0.5          160         39.8        17.09     0.207739     0.858794
          10            0          0.5          170         51.4        34.21     0.227585      1.33113
          10            0          0.5          180         26.2        60.09     0.591738      4.58702
          10            0          0.5          190         10.4        11.76     0.659478      2.26154
          10            0          0.5          200         38.6        20.81     0.236363      1.07824
          10            0          0.5          210         42.4        23.36     0.227982      1.10189
          10            0          0.5          220           33        14.25     0.228783     0.863636
          10            0          0.5          230         18.2        17.29     0.456937          1.9
          10            0          0.5          240         34.8        22.24      0.27103      1.27816
          10            0          0.5          250         51.8        32.49     0.220077      1.25444
          10            0          0.5          260         28.2        16.69      0.28974      1.18369
          10            0          0.5          270         10.4         7.56     0.528759      1.45385
          10            0          0.5          280         26.2        23.09      0.36681       1.7626
          10            0          0.5          290         52.2        45.49     0.258415      1.74291
          10            0          0.5          300         36.6        22.41     0.258684      1.22459
