    13.2188579290949    0    141    141    147
    16.3098593303602    0    436    436    436
    32.2997856081273    0    467    467    467
     37.043017033826    0      2     11      2
    38.8636313276291    0     14     15     14
    52.7296001559875    0     12     14     12
    70.0073339896593    0    361    361    356
    80.6592362579108    0    365    365    357
    84.4230906458061    0     17      5     17
    90.0146611553492    0    367    367    384
    102.518304550859    0    201    210    201
    110.967882481576    0    129    129    139
    123.844980335247    0     23      0     23
    132.896223367328    0     76     76     74
    150.366581054262    0    215    219    215
    152.036271719059    0    239    239    239
    161.437369921344    0     70     61     71
    162.672593581963    0    103    108    127
    180.313107129359    0    381    381    391
    187.519417453074    0    342    342    342
    202.671070940511    0    358    358    371
    211.261037709316    0    389    389    372
    217.198392013605    0    114    117    132
    225.756898551575    0    124    123    100
    246.657038578185    0    175    175    172
    246.973242504472    0    206    200    206
    260.907277614744    0    117    112    133
    275.626748531301    0    109    116    128
    280.309259667462    0    245    245    245
