       1            0            0            0            0            0            0            0            0            0            0
       2            0            0            0            0            0            0            0            0            0            0
       3            0            0            0            0            0            0            0            0            0            0
       4            0            0            0            0            0            0            0            0            0            0
       5            0            0            0            0            0            0            0            0            0            0
       6            0            0            0            0            0            0            0            0            0            0
       7            0            0            0            0            0            0            0            0            0            0
       8            0            0            0            0            0            0            0            0            0            0
       9            0            0            0            0            0            0            0            0            0            0
      10            0            0            0            0            0            0            0            0            0            0
      11            0            0            0            0            0            0            0            0            0            0
      12            0            0            0            0            0            0            0            0            0            0
      13            0            0            0            0            0            0            0            0            0            0
      14            0            0           20           20            0            0            0            0            0            0
      15            0            0            0            0            0            0            0           20           20            0
      16            0            0            0            0            0           20            0            0            0            0
      17            0            0            0            0            0            0            0            0            0            0
      18            0           20            0            0            0            0            0            0            0            0
      19            0            0            0            0            0           20            0            0            0           20
      20            0           20            0           20            0            0            0            0            0            0
      21            0           20            0            0            0            0            0           20            0            0
      22            0            0           20            0            0            0            0            0            0            0
      23            0            0            0            0            0            0            0            0            0            0
      24            0            0            0            0            0            0            0            0            0            0
      25            0            0            0            0            0            0            0            0            0            0
      26            0           20           20            0            0            0            0            0            0           20
      27            0           20            0            0           20            0            0            0            0            0
      28            0            0           20            0            0            0            0            0            0            0
      29            0            0            0            0           20            0            0            0            0            0
      30            0            0            0            0            0           20            0            0            0            0
      31            0            0            0            0            0            0            0            0            0           20
      32           20            0            0           20           20            0            0            0           20            0
      33            0            0            0            0           20            0           20            0            0            0
      34           20            0           20           80           60            0            0            0            0            0
      35           40            0           40            0           60            0            0            0            0            0
      36           20            0           20            0           20            0            0            0            0            0
      37           60           20            0           40            0           20            0            0            0            0
      38           40            0           20           40           20           20            0            0            0            0
      39            0            0           40            0            0           20            0            0           20            0
      40          120           60           20           20           60           40            0            0            0            0
      41           60           40           20           40           20          120            0           60            0            0
      42          100          140           60           20           20          120            0           80            0            0
      43          100          140           60           80           60           20            0           40            0            0
      44           20          140          100           40            0           20           20           60            0            0
      45          100          160          100           60           40           20            0           20            0            0
      46           40           20           60           60            0            0            0           40            0            0
      47            0           40           80           60            0            0            0           80            0            0
      48            0           40          100            0           40            0            0           60            0            0
      49           20           60          120           60           20           20            0           60           20            0
      50            0           20           80          100           20            0            0           40            0            0
      51           20           80           40           80           60            0            0           40            0            0
      52            0            0           80           80           20            0            0           40            0            0
      53            0           80           20          100          140            0            0           60            0            0
      54           20           20           40          140           20           40            0           60            0            0
      55           20           60           80           40           40           40            0           80            0            0
      56           20           20           60          180          120           80           20            0            0            0
      57           40            0           40           40           40            0            0            0            0            0
      58           20            0            0          120           80           20            0           20            0            0
      59            0            0           80            0           20           40            0            0            0            0
      60           20           20           60           60           40           40            0           20            0            0
      61            0           20           40           80           40           40           20            0            0            0
      62           60            0           40           20           60           20            0            0            0            0
      63            0           40           40            0            0           20            0           20            0            0
      64            0           20            0           20           40           40           20            0            0            0
      65           20           20            0            0           40           20            0            0            0            0
      66            0           20           20           40            0           40            0            0            0            0
      67           20            0            0            0            0            0            0            0            0            0
      68            0            0            0            0            0            0            0            0            0            0
      69            0           20            0            0            0           40            0           40            0           20
      70            0            0            0            0            0            0            0            0            0            0
      71            0           20            0           20            0           20            0            0            0           20
