          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          0.4         0.16            2          0.8
          10            1          0.5           30            0            0         -nan         -nan
          10            1          0.5           40          0.6         0.21      1.52753          0.7
          10            1          0.5           50            0            0         -nan         -nan
          10            1          0.5           60          0.2         0.09            3          0.9
          10            1          0.5           70          0.6         0.21      1.52753          0.7
          10            1          0.5           80          0.2         0.09            3          0.9
          10            1          0.5           90          1.6         0.56     0.935414          0.7
          10            1          0.5          100          2.8         1.24     0.795395     0.885714
          10            1          0.5          110          1.6         0.56     0.935414          0.7
          10            1          0.5          120          2.6         1.61     0.976044      1.23846
          10            1          0.5          130            1         0.45      1.34164          0.9
          10            1          0.5          140            0            0         -nan         -nan
          10            1          0.5          150          0.2         0.09            3          0.9
          10            1          0.5          160            0            0         -nan         -nan
          10            1          0.5          170          0.4         0.16            2          0.8
          10            1          0.5          180            0            0         -nan         -nan
          10            1          0.5          190          0.2         0.09            3          0.9
          10            1          0.5          200          0.4         0.16            2          0.8
          10            1          0.5          210          0.2         0.09            3          0.9
          10            1          0.5          220          0.2         0.09            3          0.9
          10            1          0.5          230          0.2         0.09            3          0.9
          10            1          0.5          240            0            0         -nan         -nan
          10            1          0.5          250          0.4         0.16            2          0.8
          10            1          0.5          260          0.2         0.09            3          0.9
          10            1          0.5          270          0.2         0.09            3          0.9
          10            1          0.5          280          0.4         0.16            2          0.8
          10            1          0.5          290          0.4         0.16            2          0.8
          10            1          0.5          300            0            0         -nan         -nan
