          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          0.4         0.16            2          0.8
          10            1          0.5           30            3         2.85      1.12546          1.9
          10            1          0.5           40          0.6         0.41      2.13437      1.36667
          10            1          0.5           50            0            0         -nan         -nan
          10            1          0.5           60            0            0         -nan         -nan
          10            1          0.5           70            0            0         -nan         -nan
          10            1          0.5           80          0.2         0.09            3          0.9
          10            1          0.5           90          0.6         0.21      1.52753          0.7
          10            1          0.5          100            0            0         -nan         -nan
          10            1          0.5          110          0.2         0.09            3          0.9
          10            1          0.5          120          0.2         0.09            3          0.9
          10            1          0.5          130          1.2         0.44      1.10554     0.733333
          10            1          0.5          140          2.6         1.41     0.913411      1.08462
          10            1          0.5          150          1.8         0.89      1.04822     0.988889
          10            1          0.5          160          0.4         0.16            2          0.8
          10            1          0.5          170            0            0         -nan         -nan
          10            1          0.5          180          0.2         0.09            3          0.9
          10            1          0.5          190            0            0         -nan         -nan
          10            1          0.5          200          0.4         0.16            2          0.8
          10            1          0.5          210            0            0         -nan         -nan
          10            1          0.5          220          0.4         0.16            2          0.8
          10            1          0.5          230          0.4         0.16            2          0.8
          10            1          0.5          240            1         0.85      1.84391          1.7
          10            1          0.5          250            0            0         -nan         -nan
          10            1          0.5          260          0.2         0.09            3          0.9
          10            1          0.5          270            0            0         -nan         -nan
          10            1          0.5          280          0.6         0.21      1.52753          0.7
          10            1          0.5          290            1         0.25            1          0.5
          10            1          0.5          300          1.2         1.44            2          2.4
