          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          0.2         0.09            3          0.9
          10            1          0.5           30      1.13333      1.44556      2.12173      2.55098
          10            1          0.5           40            1          1.2      2.19089          2.4
          10            1          0.5           50          0.8            1          2.5          2.5
          10            1          0.5           60     0.666667     0.855556      2.77489      2.56667
          10            1          0.5           70     0.571429     0.746939       3.0249      2.61429
          10            1          0.5           80        0.525     0.668594      3.11496      2.54702
          10            1          0.5           90     0.533333     0.617778      2.94746      2.31667
          10            1          0.5          100         0.48       0.5624      3.12472      2.34333
          10            1          0.5          110     0.454545     0.521074      3.17616      2.29273
          10            1          0.5          120     0.433333     0.486389      3.21884      2.24487
          10            1          0.5          130     0.492308     0.493254      2.85318      2.00385
          10            1          0.5          140     0.642857     0.632398      2.47406      1.96746
          10            1          0.5          150         0.72       0.6704      2.27439      1.86222
          10            1          0.5          160          0.7         0.64      2.28571      1.82857
          10            1          0.5          170     0.658824     0.609135      2.36929      1.84916
          10            1          0.5          180     0.633333     0.583056      2.41131      1.84123
          10            1          0.5          190          0.6     0.557368      2.48857      1.85789
          10            1          0.5          200         0.59     0.537975      2.48633      1.82364
          10            1          0.5          210     0.561905     0.516304      2.55753      1.83769
          10            1          0.5          220     0.554545     0.500393      2.55122      1.80469
          10            1          0.5          230     0.547826     0.485841      2.54469      1.77371
          10            1          0.5          240     0.566667     0.503056      2.50329      1.77549
          10            1          0.5          250        0.544     0.486016      2.56305      1.78682
          10            1          0.5          260     0.530769     0.471879      2.58845      1.77809
          10            1          0.5          270     0.511111     0.456914      2.64504      1.78792
          10            1          0.5          280     0.514286     0.448163      2.60342      1.74286
          10            1          0.5          290     0.531034     0.443294      2.50757      1.66955
          10            1          0.5          300     0.553333     0.480122      2.50449      1.73538
