           1            0          0.5           10            0            0         -nan         -nan
           1            0          0.5           20          1.1       1.0475      1.86086      1.90455
           1            0          0.5           30      1.33333      1.35556      1.74642      2.03333
           1            0          0.5           40         1.65      1.29438      1.37904      1.56894
           1            0          0.5           50          1.6         1.12      1.32288          1.4
           1            0          0.5           60      1.63333      1.11639      1.29379      1.36701
           1            0          0.5           70      1.62857      1.03694      1.25055      1.27343
           1            0          0.5           80        1.675      1.01109      1.20063      1.20728
           1            0          0.5           90      1.75556      1.04062      1.16215      1.18551
           1            0          0.5          100         1.76       0.9856      1.12815         1.12
           1            0          0.5          110      1.70909     0.942479      1.13606       1.1029
           1            0          0.5          120      1.66667     0.905556      1.14193      1.08667
           1            0          0.5          130      1.72308     0.965444      1.14048       1.1206
           1            0          0.5          140      1.78571      0.93852      1.08503      1.05114
           1            0          0.5          150         1.76     0.932267       1.0972      1.05939
           1            0          0.5          160         1.75     0.934375      1.10472      1.06786
           1            0          0.5          170      1.72941      0.91699      1.10742      1.06046
           1            0          0.5          180      1.76667     0.936389      1.09548      1.06006
           1            0          0.5          190      1.73684     0.935319      1.11365      1.07703
           1            0          0.5          200          1.7       0.9075      1.12074      1.06765
           1            0          0.5          210      1.69524     0.910113       1.1255      1.07373
           1            0          0.5          220      1.70909     0.915207       1.1195      1.07099
           1            0          0.5          230      1.65217     0.900189      1.14853       1.0897
           1            0          0.5          240         1.65     0.894375      1.14632      1.08409
           1            0          0.5          250        1.664     0.883776      1.12992      1.06223
           1            0          0.5          260          1.7     0.881346      1.10447      1.03688
           1            0          0.5          270      1.68889     0.872099      1.10589      1.03275
           1            0          0.5          280          1.7       0.8775      1.10206      1.03235
           1            0          0.5          290      1.71034     0.882473      1.09849      1.03192
           1            0          0.5          300         1.68     0.867733      1.10895      1.03302
