    13.2188579290949    0    141    141    147
    18.3648025521899    0    436    436    436
    34.4836475675331    0    467    467    467
    53.9445765331104    0     12     14     12
    77.1146466734154    0    156    168    154
     87.502036189454    0    367    367    384
    101.744921553851    0    201    210    201
    123.096881989429    0     23      0     23
    133.392494226835    0     76     76     74
    152.405881597068    0    239    239    239
    163.995625506297    0    103    108    127
    180.667509438165    0    381    381    391
    202.089448169109    0    358    358    371
    216.164258798451    0    114    117    132
    229.479146784323    0    475    475    475
      247.8027450496    0    206    200    206
    264.508562739495    0    117    112    133
    280.059675158004    0    245    245    245
