          10            2          0.5           10            0            0         -nan         -nan
          10            2          0.5           20          0.2         0.09            3          0.9
          10            2          0.5           30     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5           40         0.15     0.069375      3.51188        0.925
          10            2          0.5           50         0.12       0.0564      3.95811         0.94
          10            2          0.5           60     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5           70     0.114286    0.0538776      4.06202     0.942857
          10            2          0.5           80        0.125    0.0585938      3.87298       0.9375
          10            2          0.5           90     0.133333    0.0622222      3.74166     0.933333
          10            2          0.5          100         0.12       0.0564      3.95811         0.94
          10            2          0.5          110     0.127273    0.0595868      3.83592     0.936364
          10            2          0.5          120     0.116667    0.0549306      4.01782     0.941667
          10            2          0.5          130     0.123077    0.0577515      3.90512     0.938462
          10            2          0.5          140     0.128571    0.0601531      3.81517     0.935714
          10            2          0.5          150         0.12       0.0564      3.95811         0.94
          10            2          0.5          160        0.125    0.0585938      3.87298       0.9375
          10            2          0.5          170     0.129412     0.060519      3.80191     0.935294
          10            2          0.5          180     0.122222    0.0573765      3.91965     0.938889
          10            2          0.5          190     0.126316     0.059169      3.85141     0.936842
          10            2          0.5          200         0.12       0.0564      3.95811         0.94
          10            2          0.5          210     0.142857    0.0758503      3.85573       1.0619
          10            2          0.5          220     0.136364     0.072624       3.9525      1.06515
          10            2          0.5          230      0.13913    0.0734216      3.89511      1.05543
          10            2          0.5          240     0.133333    0.0705556      3.98434      1.05833
          10            2          0.5          250        0.136     0.071376      3.92887      1.04965
          10            2          0.5          260     0.138462    0.0721302      3.87935      1.04188
          10            2          0.5          270     0.133333    0.0696296      3.95811      1.04444
          10            2          0.5          280     0.135714    0.0703954         3.91      1.03741
          10            2          0.5          290     0.131034    0.0681213      3.98369      1.03975
          10            2          0.5          300     0.126667    0.0659889      4.05605      1.04193
