         5.5            1          0.5          100            0            0            0            0            0      0            0      0            0
         5.5            1          0.5          100      16.3099            0            0            0            0      0            0      0            0
         5.5            1          0.5          100            0            0            0            0            0      0            0      0            0
         5.5            1          0.5          100      38.7279            0            0            0            0      0            0      0            0
         5.5            1          0.5          100            0            0            0            0            0      0            0      0            0
         5.5            1          0.5          100      52.4134            0            0            0            0      0            0      0            0
         5.5            1          0.5          100      69.9384            0            0            0            0      0            0      0            0
         5.5            1          0.5          100            0            0            0            0            0      0            0      0            0
         5.5            1          0.5          100      89.9737            0            0            0            0      0            0      0            0
         5.5            1          0.5          100            0            0            0            0            0      0            0      0            0
         5.5            1          0.5          100      102.546            1            0            0            0      0            0      0            0
         5.5            1          0.5          100      110.961            2            0            0            0      0            0      0            0
         5.5            1          0.5          100      123.907            3            0            0            0      0            0      0            0
         5.5            1          0.5          100      132.893            4            0            0            0      0            0      0            0
         5.5            1          0.5          100      132.893            4            0            0            0      0            0      0            0
         5.5            1          0.5          100      152.124            6            0            0            0      0            0      0            0
         5.5            1          0.5          100      163.137            8            0            0            0      0            0      0            0
         5.5            1          0.5          100      163.137            8            0            0            0      0            0      0            0
         5.5            1          0.5          100      187.721           10            0            0            0      0            0      0            0
         5.5            1          0.5          100      187.721           10            0            0            0      0            0      0            0
         5.5            1          0.5          100      203.616           12            0     0.376935   0.00674881     25     0.376935     35      0.29358
         5.5            1          0.5          100      210.272           13            0      0.34794    0.0118435     25      0.34794     35     0.334511
         5.5            1          0.5          100      229.378           15            0     0.361561    0.0167426     25     0.361561     35      0.35457
         5.5            1          0.5          100      229.378           15            0     0.361561     0.020988     25     0.361561     35      0.35457
         5.5            1          0.5          100       249.89           17            0     0.337823    0.0239631     25     0.337823     35     0.319673
         5.5            1          0.5          100       249.89           17            0     0.337823    0.0263675     25     0.337823     35     0.319673
         5.5            1          0.5          100      264.554           18            0     0.369246    0.0289231     25     0.369246     35     0.301914
         5.5            1          0.5          100      275.337           19            0     0.333759    0.0300542     25     0.333759     35     0.286023
         5.5            1          0.5          100      281.201           20            0     0.317071    0.0303483     25     0.317071     35     0.271722
         5.5            1          0.5          100      281.201           20            0     0.317071    0.0301398     25     0.317071     35     0.271722
