          10            0          0.5           10            0            0         -nan         -nan
          10            0          0.5           20         11.6        99.96      1.72379      17.2345
          10            0          0.5           30           35       109.65     0.598365      6.26571
          10            0          0.5           40         24.4        17.36     0.341519      1.42295
          10            0          0.5           50         27.2        32.44     0.418795      2.38529
          10            0          0.5           60         37.4        35.01     0.316413      1.87219
          10            0          0.5           70         29.2        40.44     0.435565      2.76986
          10            0          0.5           80         24.8        31.84     0.455056      2.56774
          10            0          0.5           90         35.4        62.21     0.445612      3.51469
          10            0          0.5          100         27.2        35.44     0.437732      2.60588
          10            0          0.5          110         23.6        16.76      0.34694      1.42034
          10            0          0.5          120           24         11.2     0.278887     0.933333
          10            0          0.5          130         49.4        53.21     0.295325      2.15425
          10            0          0.5          140         23.4        13.41     0.312989      1.14615
          10            0          0.5          150         31.2        12.84     0.229698     0.823077
          10            0          0.5          160         23.6        17.76     0.357141      1.50508
          10            0          0.5          170         46.2        58.29      0.33051      2.52338
          10            0          0.5          180         32.4        13.76     0.228978     0.849383
          10            0          0.5          190         32.8        50.24     0.432196      3.06341
          10            0          0.5          200         10.2         5.49     0.459426      1.07647
          10            0          0.5          210         47.8        34.69     0.246436      1.45146
          10            0          0.5          220           31        40.45     0.410325      2.60968
          10            0          0.5          230         35.8        82.49     0.507397      4.60838
          10            0          0.5          240         21.6        35.76     0.553701      3.31111
          10            0          0.5          250         37.2        11.44     0.181844     0.615054
          10            0          0.5          260         45.6        70.56     0.368421      3.09474
          10            0          0.5          270         18.6        74.81      0.93003      8.04409
          10            0          0.5          280            9        19.05     0.969918      4.23333
          10            0          0.5          290         42.2        68.89     0.393365      3.26493
          10            0          0.5          300         44.6        68.41     0.370898      3.06771
