          10            2          0.5           10            0            0         -nan         -nan
          10            2          0.5           20          0.2         0.09            3          0.9
          10            2          0.5           30          1.2         1.24      1.85592      2.06667
          10            2          0.5           40         1.45      1.29937      1.57228      1.79224
          10            2          0.5           50         1.16       1.1236      1.82759      1.93724
          10            2          0.5           60     0.966667     0.983056      2.05136      2.03391
          10            2          0.5           70     0.828571     0.871224      2.25302      2.10296
          10            2          0.5           80        0.775     0.787344      2.28987      2.03185
          10            2          0.5           90     0.711111     0.718025      2.38321      2.01944
          10            2          0.5          100         0.66       0.6611      2.46388      2.00333
          10            2          0.5          110     0.618182     0.613554       2.5342      1.98503
          10            2          0.5          120     0.583333     0.573264      2.59592      1.96548
          10            2          0.5          130     0.538462     0.535207      2.71729      1.98791
          10            2          0.5          140     0.514286     0.505306      2.76441      1.96508
          10            2          0.5          150         0.48     0.475733      2.87389      1.98222
          10            2          0.5          160       0.4625     0.452773      2.90977      1.95794
          10            2          0.5          170     0.447059     0.432388      2.94172      1.93437
          10            2          0.5          180     0.433333     0.414167      2.97027      1.91154
          10            2          0.5          190     0.452632     0.406676      2.81779      1.79694
          10            2          0.5          200         0.45     0.394375      2.79108      1.75278
          10            2          0.5          210     0.428571     0.377891      2.86873      1.76349
          10            2          0.5          220     0.436364     0.370579      2.79011      1.69848
          10            2          0.5          230     0.417391     0.356446      2.86077      1.70797
          10            2          0.5          240          0.4     0.343333      2.92973      1.71667
          10            2          0.5          250        0.432     0.361344      2.78296      1.67289
          10            2          0.5          260     0.423077     0.351405       2.8023      1.66119
          10            2          0.5          270     0.407407     0.339986      2.86241      1.66902
          10            2          0.5          280          0.4     0.331429      2.87849      1.65714
          10            2          0.5          290     0.386207     0.321332      2.93553      1.66404
          10            2          0.5          300     0.373333     0.311822      2.99148      1.67048
