          10            0          0.5          100            0            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      19.9983            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      29.9977            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      39.9615            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100       49.993            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100       59.943            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      69.9954            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      79.9871            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100       89.997            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100       99.998            0            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      109.932          481            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      119.995          827            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      129.984         1616            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      139.995         1990            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      149.961         2503            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      159.981         2957            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      169.998         3845            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      179.983         4154            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      189.953         4641            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100       199.99         5055            0            0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0      0            0
          10            0          0.5          100      209.947         5897            0     0.260537   0.00322428     40     0.260537     40     0.184024     40     0.201149     40     0.181864     20    0.0754847     40     0.164462     20     0.196573     40     0.131679     40     0.249041     40      0.15374
          10            0          0.5          100       219.99         6253            0     0.261037    0.0061209     40     0.261037     40     0.174977     40      0.19931     40     0.184458     20    0.0732792     40      0.16805     40     0.194933     40     0.126007     40     0.243886     40     0.149249
          10            0          0.5          100      229.991         6650            0      0.25939    0.0086404     40      0.25939     40     0.177718     40     0.195593     40     0.178244     20    0.0725457     40     0.173403     40     0.184181     40     0.124861     40     0.248934     20     0.140689
          10            0          0.5          100       239.96         7146            0      0.25313    0.0106955     40      0.25313     40     0.173979     40      0.18967     40     0.167516     40    0.0797808     40     0.173614     40     0.179008     40     0.117236     40     0.245074     20     0.144479
          10            0          0.5          100      249.965         8066            0     0.262481    0.0126109     40     0.262481     40     0.187096     40     0.193195     40     0.178443     20    0.0714365     40      0.16282     20     0.199508     40     0.125491     40     0.247634     40     0.156429
          10            0          0.5          100      259.947         8436            0     0.264347    0.0142165     40     0.264347     40     0.179799     40     0.193543     40      0.17937     20    0.0695651     40     0.167009     40     0.199084     40     0.123884     40     0.242137     40     0.154585
          10            0          0.5          100      269.976         8904            0     0.261487    0.0154235     40     0.261487     40      0.18238     40     0.190722     40     0.173529     40    0.0701318     40     0.172922     40     0.189347     40     0.124289     40      0.24607     40     0.148725
          10            0          0.5          100      279.979         9339            0     0.253265    0.0161626     40     0.253265     40       0.1782     40     0.192462     40     0.166679     40    0.0747163     40     0.172414     40     0.183738     40     0.119483     40     0.249229     40     0.144484
          10            0          0.5          100          290        10186            0     0.258607    0.0166553     40     0.258607     40     0.187713     40     0.198089     40     0.173698     20    0.0713187     40     0.162992     40     0.196689     40     0.124356     40     0.251636     40     0.151376
          10            0          0.5          100      299.971        10582            0     0.259119    0.0168203     40     0.259119     40     0.181168     40     0.197453     40     0.177332     20    0.0690233     40     0.164561     40     0.198739     40     0.120915     40     0.246359     40     0.148223
