          10            1          0.5           10            0            0         -nan         -nan
          10            1          0.5           20          3.4         9.01      1.76569          5.3
          10            1          0.5           30          9.2        50.44      1.54394      10.9652
          10            1          0.5           40          0.4         0.16            2          0.8
          10            1          0.5           50          0.6         0.21      1.52753          0.7
          10            1          0.5           60          2.2         0.89     0.857635     0.809091
          10            1          0.5           70          0.6         0.41      2.13437      1.36667
          10            1          0.5           80          0.2         0.09            3          0.9
          10            1          0.5           90          0.2         0.09            3          0.9
          10            1          0.5          100            0            0         -nan         -nan
          10            1          0.5          110          0.6         0.21      1.52753          0.7
          10            1          0.5          120            0            0         -nan         -nan
          10            1          0.5          130          1.4         1.41      1.69633      2.01429
          10            1          0.5          140          4.6         1.61     0.551677          0.7
          10            1          0.5          150            2          0.4     0.632456          0.4
          10            1          0.5          160          4.6         1.41     0.516276     0.613043
          10            1          0.5          170          2.8         1.64     0.914732      1.17143
          10            1          0.5          180          0.2         0.09            3          0.9
          10            1          0.5          190            0            0         -nan         -nan
          10            1          0.5          200            0            0         -nan         -nan
          10            1          0.5          210          0.4         0.16            2          0.8
          10            1          0.5          220          0.6         0.21      1.52753          0.7
          10            1          0.5          230          0.6         0.21      1.52753          0.7
          10            1          0.5          240            0            0         -nan         -nan
          10            1          0.5          250          0.2         0.09            3          0.9
          10            1          0.5          260          0.6         0.21      1.52753          0.7
          10            1          0.5          270          0.6         0.21      1.52753          0.7
          10            1          0.5          280            0            0         -nan         -nan
          10            1          0.5          290          0.2         0.09            3          0.9
          10            1          0.5          300            0            0         -nan         -nan
